Modal Price cauliflower,Price Date
1130,2016/01/11
1000,2016/01/12
1130,2016/01/12
1000,2016/01/13
1130,2016/01/13
1000,2016/01/14
870,2016/01/14
1400,2016/01/15
1130,2016/01/16
1000,2016/01/18
1130,2016/01/18
800,2016/01/19
1160,2016/01/19
800,2016/01/20
800,2016/01/21
830,2016/01/21
800,2016/01/22
1000,2016/01/22
800,2016/01/24
800,2016/01/25
800,2016/01/27
830,2016/01/27
800,2016/01/28
630,2016/01/28
600,2016/01/29
830,2016/01/29
650,2016/01/30
900,2016/01/31
600,2016/02/01
830,2016/02/01
600,2016/02/02
830,2016/02/02
600,2016/02/03
860,2016/02/03
600,2016/02/04
640,2016/02/04
600,2016/02/05
660,2016/02/05
530,2016/02/06
660,2016/02/07
600,2016/02/08
633,2016/02/08
600,2016/02/09
700,2016/02/09
500,2016/02/10
733,2016/02/10
600,2016/02/14
500,2016/02/15
400,2016/02/16
500,2016/02/17
560,2016/02/17
500,2016/02/18
500,2016/02/18
500,2016/02/19
530,2016/02/20
600,2016/02/21
500,2016/02/22
633,2016/02/22
500,2016/02/23
560,2016/02/23
500,2016/02/24
560,2016/02/24
500,2016/02/25
660,2016/02/25
500,2016/02/26
660,2016/02/26
700,2016/02/27
700,2016/02/28
600,2016/02/28
400,2016/02/29
760,2016/02/29
600,2016/03/01
900,2016/03/01
500,2016/03/02
700,2016/03/02
760,2016/03/03
500,2016/03/04
560,2016/03/04
600,2016/03/06
500,2016/03/08
560,2016/03/08
500,2016/03/09
700,2016/03/09
500,2016/03/10
500,2016/03/11
500,2016/03/13
800,2016/03/14
800,2016/03/15
800,2016/03/15
1000,2016/03/16
800,2016/03/17
800,2016/03/18
800,2016/03/18
560,2016/03/19
1000,2016/03/20
1100,2016/03/21
800,2016/03/21
1000,2016/03/22
930,2016/03/22
900,2016/03/23
1000,2016/03/23
1000,2016/03/27
1200,2016/03/28
1200,2016/03/29
1200,2016/03/30
1360,2016/03/30
1200,2016/03/31
1360,2016/03/31
1000,2016/04/01
1330,2016/04/01
1800,2016/04/04
1630,2016/04/04
1800,2016/04/05
1800,2016/04/05
1700,2016/04/06
1400,2016/04/07
1530,2016/04/07
1400,2016/04/10
1500,2016/04/11
1730,2016/04/11
2600,2016/04/12
2500,2016/04/13
2060,2016/04/16
2200,2016/04/17
2200,2016/04/18
1830,2016/04/18
1700,2016/04/20
1500,2016/04/21
1500,2016/04/22
1900,2016/04/22
1400,2016/04/24
1600,2016/04/25
1530,2016/04/25
1600,2016/04/26
1700,2016/04/26
1600,2016/04/27
1400,2016/04/27
1700,2016/04/28
1700,2016/04/28
1300,2016/04/29
1300,2016/04/29
1600,2016/04/30
1400,2016/05/05
1430,2016/05/05
1200,2016/05/06
1350,2016/05/06
1250,2016/05/07
1200,2016/05/08
1300,2016/05/09
1200,2016/05/09
1000,2016/05/10
1000,2016/05/10
1000,2016/05/11
1130,2016/05/11
800,2016/05/12
1400,2016/05/13
800,2016/05/13
1300,2016/05/15
1000,2016/05/16
1260,2016/05/16
800,2016/05/17
1000,2016/05/18
1400,2016/05/18
1000,2016/05/19
1600,2016/05/19
1100,2016/05/20
1000,2016/05/22
1400,2016/05/22
1000,2016/05/23
1430,2016/05/23
1200,2016/05/24
1400,2016/05/24
1200,2016/05/25
1430,2016/05/25
1400,2016/05/26
1400,2016/05/26
1200,2016/05/27
1200,2016/05/29
1200,2016/05/30
1400,2016/05/30
1300,2016/05/31
1460,2016/05/31
1600,2016/06/01
1560,2016/06/01
1600,2016/06/02
1460,2016/06/02
1600,2016/06/03
1700,2016/06/03
1500,2016/06/04
1400,2016/06/05
1330,2016/06/05
1400,2016/06/06
1700,2016/06/07
2260,2016/06/07
1600,2016/06/08
2000,2016/06/08
1800,2016/06/09
2000,2016/06/09
1300,2016/06/10
2000,2016/06/10
1900,2016/06/11
1400,2016/06/12
2500,2016/06/12
1400,2016/06/13
1650,2016/06/13
1600,2016/06/14
2130,2016/06/14
1700,2016/06/15
2660,2016/06/15
1800,2016/06/16
2400,2016/06/16
1600,2016/06/17
2200,2016/06/17
2200,2016/06/18
2000,2016/06/19
2130,2016/06/19
1700,2016/06/20
2000,2016/06/20
2000,2016/06/21
2000,2016/06/21
1700,2016/06/22
2330,2016/06/22
2300,2016/06/23
2200,2016/06/23
1700,2016/06/24
2400,2016/06/24
2500,2016/06/25
2000,2016/06/26
2330,2016/06/26
1800,2016/06/27
2200,2016/06/27
2200,2016/06/28
2400,2016/06/28
2000,2016/06/29
2100,2016/06/29
1500,2016/06/30
2130,2016/06/30
1700,2016/07/01
2200,2016/07/01
2000,2016/07/02
1800,2016/07/03
1500,2016/07/03
2930,2016/07/04
1800,2016/07/05
1960,2016/07/05
1400,2016/07/06
2260,2016/07/06
1300,2016/07/07
1800,2016/07/07
1300,2016/07/08
1730,2016/07/08
1400,2016/07/10
2130,2016/07/10
1700,2016/07/11
1860,2016/07/11
2000,2016/07/12
1300,2016/07/12
2500,2016/07/12
1400,2016/07/13
1800,2016/07/13
2430,2016/07/13
1200,2016/07/14
1200,2016/07/14
3830,2016/07/14
1800,2016/07/15
1300,2016/07/15
1830,2016/07/15
2000,2016/07/16
1300,2016/07/17
1500,2016/07/17
1500,2016/07/17
1200,2016/07/18
1100,2016/07/18
1800,2016/07/19
1200,2016/07/19
1400,2016/07/20
1200,2016/07/20
1300,2016/07/21
1200,2016/07/21
1600,2016/07/22
1400,2016/07/22
1700,2016/07/22
1300,2016/07/23
1400,2016/07/23
1200,2016/07/24
1250,2016/07/24
1200,2016/07/24
1300,2016/07/25
1200,2016/07/25
1700,2016/07/25
1400,2016/07/26
1200,2016/07/26
1500,2016/07/26
1300,2016/07/27
1300,2016/07/27
1250,2016/07/27
1000,2016/07/28
1250,2016/07/28
1070,2016/07/28
800,2016/07/29
1300,2016/07/29
1200,2016/07/30
930,2016/07/30
800,2016/07/31
800,2016/07/31
1130,2016/07/31
800,2016/08/01
900,2016/08/01
800,2016/08/01
800,2016/08/02
900,2016/08/02
1000,2016/08/02
800,2016/08/03
700,2016/08/03
1130,2016/08/03
800,2016/08/04
800,2016/08/04
800,2016/08/05
1200,2016/08/05
730,2016/08/05
1200,2016/08/06
800,2016/08/07
1150,2016/08/07
730,2016/08/07
800,2016/08/08
1200,2016/08/08
1200,2016/08/08
800,2016/08/09
900,2016/08/09
800,2016/08/10
1150,2016/08/10
600,2016/08/10
700,2016/08/11
1300,2016/08/11
1000,2016/08/11
600,2016/08/12
800,2016/08/12
900,2016/08/13
1130,2016/08/13
1000,2016/08/14
1000,2016/08/14
600,2016/08/14
1000,2016/08/15
1000,2016/08/16
1200,2016/08/16
1000,2016/08/16
1000,2016/08/17
900,2016/08/17
1400,2016/08/17
1300,2016/08/18
900,2016/08/18
1200,2016/08/18
1500,2016/08/19
900,2016/08/19
1300,2016/08/20
1330,2016/08/20
1500,2016/08/21
1400,2016/08/21
1600,2016/08/21
1400,2016/08/22
900,2016/08/22
1800,2016/08/22
1400,2016/08/23
1300,2016/08/23
1000,2016/08/24
1200,2016/08/24
1500,2016/08/24
600,2016/08/25
1100,2016/08/25
700,2016/08/26
900,2016/08/26
1000,2016/08/26
900,2016/08/27
700,2016/08/27
1200,2016/08/28
1000,2016/08/28
1000,2016/08/28
1000,2016/08/29
900,2016/08/29
960,2016/08/29
800,2016/08/30
1200,2016/08/30
1200,2016/08/30
800,2016/08/31
1200,2016/08/31
1000,2016/08/31
800,2016/09/01
1200,2016/09/01
1200,2016/09/01
600,2016/09/02
800,2016/09/02
900,2016/09/03
800,2016/09/04
1250,2016/09/04
1130,2016/09/04
700,2016/09/05
800,2016/09/05
960,2016/09/05
700,2016/09/06
800,2016/09/06
1060,2016/09/06
700,2016/09/07
700,2016/09/07
1130,2016/09/07
700,2016/09/08
700,2016/09/08
1200,2016/09/08
700,2016/09/09
1000,2016/09/09
700,2016/09/11
650,2016/09/11
1400,2016/09/11
800,2016/09/12
900,2016/09/12
700,2016/09/13
800,2016/09/13
1300,2016/09/13
600,2016/09/14
750,2016/09/14
1500,2016/09/14
800,2016/09/15
800,2016/09/15
1400,2016/09/15
1500,2016/09/16
1500,2016/09/16
600,2016/09/17
1400,2016/09/17
700,2016/09/18
900,2016/09/18
1200,2016/09/18
600,2016/09/19
900,2016/09/19
1370,2016/09/19
600,2016/09/20
1000,2016/09/20
1330,2016/09/20
900,2016/09/21
1000,2016/09/22
900,2016/09/22
1400,2016/09/22
900,2016/09/23
900,2016/09/23
1400,2016/09/23
600,2016/09/24
600,2016/09/25
1430,2016/09/25
800,2016/09/26
1100,2016/09/26
1200,2016/09/26
1000,2016/09/27
900,2016/09/27
1260,2016/09/27
1200,2016/09/28
800,2016/09/28
1330,2016/09/28
1300,2016/09/29
900,2016/09/29
1160,2016/09/29
1000,2016/09/30
800,2016/09/30
1200,2016/09/30
600,2016/10/01
1260,2016/10/01
1300,2016/10/02
700,2016/10/02
1400,2016/10/02
1400,2016/10/03
600,2016/10/03
1330,2016/10/03
1000,2016/10/04
700,2016/10/04
1300,2016/10/04
1300,2016/10/05
1100,2016/10/05
1500,2016/10/05
1400,2016/10/06
1400,2016/10/06
1300,2016/10/06
1700,2016/10/07
1000,2016/10/07
2000,2016/10/07
900,2016/10/08
1700,2016/10/08
1400,2016/10/09
800,2016/10/09
1130,2016/10/09
1400,2016/10/10
900,2016/10/10
1860,2016/10/10
1400,2016/10/11
600,2016/10/11
2000,2016/10/11
900,2016/10/12
2060,2016/10/12
1000,2016/10/13
1000,2016/10/13
2000,2016/10/13
1200,2016/10/14
1150,2016/10/14
1900,2016/10/14
900,2016/10/15
1830,2016/10/15
1400,2016/10/16
1100,2016/10/16
1600,2016/10/16
1400,2016/10/17
1100,2016/10/17
1830,2016/10/17
1600,2016/10/18
1100,2016/10/18
1830,2016/10/18
1600,2016/10/19
900,2016/10/19
1600,2016/10/19
1300,2016/10/20
1300,2016/10/20
1200,2016/10/20
1400,2016/10/21
1100,2016/10/21
1800,2016/10/21
1000,2016/10/22
1530,2016/10/22
1200,2016/10/23
1100,2016/10/23
1840,2016/10/23
1200,2016/10/24
1100,2016/10/24
1530,2016/10/24
1100,2016/10/25
1000,2016/10/25
1600,2016/10/25
1000,2016/10/26
900,2016/10/26
1460,2016/10/26
1000,2016/10/27
700,2016/10/27
1300,2016/10/27
1200,2016/10/28
600,2016/10/28
1300,2016/10/28
1050,2016/10/29
1000,2016/10/29
800,2016/10/30
800,2016/10/30
1130,2016/10/30
1000,2016/10/31
900,2016/10/31
1130,2016/10/31
800,2016/11/01
1200,2016/11/01
800,2016/11/02
1000,2016/11/02
1400,2016/11/02
800,2016/11/03
1000,2016/11/03
1130,2016/11/03
700,2016/11/04
1000,2016/11/04
860,2016/11/04
1000,2016/11/05
900,2016/11/05
700,2016/11/06
750,2016/11/06
1030,2016/11/06
500,2016/11/07
700,2016/11/07
760,2016/11/07
700,2016/11/08
600,2016/11/08
930,2016/11/08
700,2016/11/09
700,2016/11/09
960,2016/11/09
700,2016/11/10
600,2016/11/10
900,2016/11/10
700,2016/11/11
600,2016/11/11
760,2016/11/11
550,2016/11/12
800,2016/11/12
600,2016/11/13
6500,2016/11/13
830,2016/11/13
700,2016/11/14
550,2016/11/14
700,2016/11/14
800,2016/11/15
600,2016/11/15
630,2016/11/15
500,2016/11/16
700,2016/11/16
760,2016/11/16
500,2016/11/17
600,2016/11/17
730,2016/11/17
400,2016/11/18
900,2016/11/18
760,2016/11/18
700,2016/11/19
600,2016/11/19
400,2016/11/20
600,2016/11/20
670,2016/11/20
500,2016/11/21
600,2016/11/21
730,2016/11/21
400,2016/11/22
600,2016/11/22
730,2016/11/22
400,2016/11/23
700,2016/11/23
700,2016/11/23
4000,2016/11/24
730,2016/11/24
400,2016/11/25
700,2016/11/25
730,2016/11/25
700,2016/11/26
570,2016/11/26
400,2016/11/27
600,2016/11/27
730,2016/11/27
400,2016/11/28
600,2016/11/28
860,2016/11/28
500,2016/11/29
700,2016/11/29
730,2016/11/29
500,2016/11/30
600,2016/11/30
730,2016/11/30
500,2016/12/01
700,2016/12/01
670,2016/12/01
500,2016/12/02
600,2016/12/02
530,2016/12/02
600,2016/12/03
730,2016/12/03
400,2016/12/04
700,2016/12/04
560,2016/12/04
500,2016/12/05
600,2016/12/05
700,2016/12/05
400,2016/12/06
700,2016/12/06
560,2016/12/06
400,2016/12/07
600,2016/12/07
530,2016/12/07
400,2016/12/08
700,2016/12/08
600,2016/12/08
400,2016/12/09
600,2016/12/09
300,2016/12/09
600,2016/12/10
300,2016/12/10
400,2016/12/11
450,2016/12/11
600,2016/12/11
300,2016/12/12
500,2016/12/12
500,2016/12/12
400,2016/12/13
600,2016/12/13
400,2016/12/13
400,2016/12/14
500,2016/12/14
450,2016/12/14
400,2016/12/15
600,2016/12/15
500,2016/12/15
300,2016/12/16
600,2016/12/16
550,2016/12/16
600,2016/12/17
400,2016/12/17
400,2016/12/18
600,2016/12/18
400,2016/12/18
400,2016/12/19
600,2016/12/19
300,2016/12/19
1700,2016/12/20
600,2016/12/20
400,2016/12/20
400,2016/12/21
600,2016/12/21
400,2016/12/21
300,2016/12/22
600,2016/12/22
500,2016/12/23
500,2016/12/23
350,2016/12/23
600,2016/12/24
400,2016/12/24
400,2016/12/25
500,2016/12/25
700,2016/12/25
400,2016/12/26
500,2016/12/26
500,2016/12/26
500,2016/12/27
550,2016/12/27
300,2016/12/28
600,2016/12/28
750,2016/12/28
400,2016/12/29
600,2016/12/29
500,2016/12/29
300,2016/12/30
400,2016/12/30
450,2016/12/30
400,2016/12/31
550,2016/12/31
300,2017/01/01
450,2017/01/01
500,2017/01/01
500,2017/01/02
500,2017/01/02
550,2017/01/02
400,2017/01/03
500,2017/01/03
550,2017/01/03
400,2017/01/04
500,2017/01/04
550,2017/01/04
300,2017/01/05
550,2017/01/05
800,2017/01/05
400,2017/01/06
500,2017/01/06
500,2017/01/06
500,2017/01/07
400,2017/01/07
400,2017/01/08
450,2017/01/08
400,2017/01/08
400,2017/01/09
500,2017/01/09
500,2017/01/09
400,2017/01/10
500,2017/01/10
400,2017/01/10
400,2017/01/11
500,2017/01/11
500,2017/01/11
400,2017/01/12
400,2017/01/12
450,2017/01/12
400,2017/01/13
300,2017/01/13
500,2017/01/13
400,2017/01/14
700,2017/01/15
500,2017/01/15
500,2017/01/15
500,2017/01/16
400,2017/01/16
450,2017/01/16
500,2017/01/17
600,2017/01/17
400,2017/01/17
500,2017/01/18
400,2017/01/18
500,2017/01/18
400,2017/01/19
400,2017/01/19
500,2017/01/19
600,2017/01/24
400,2017/01/24
600,2017/01/24
500,2017/01/25
500,2017/01/25
600,2017/01/25
550,2017/01/26
400,2017/01/27
400,2017/01/27
700,2017/01/27
500,2017/01/28
500,2017/01/29
400,2017/01/29
600,2017/01/29
500,2017/01/30
500,2017/01/30
600,2017/01/30
500,2017/01/31
450,2017/01/31
550,2017/01/31
400,2017/02/01
400,2017/02/01
650,2017/02/01
500,2017/02/02
400,2017/02/02
500,2017/02/02
600,2017/02/03
500,2017/02/03
450,2017/02/03
500,2017/02/04
400,2017/02/04
700,2017/02/05
400,2017/02/05
550,2017/02/05
500,2017/02/06
600,2017/02/06
600,2017/02/07
500,2017/02/07
750,2017/02/07
500,2017/02/08
600,2017/02/08
500,2017/02/09
500,2017/02/09
550,2017/02/09
500,2017/02/10
500,2017/02/10
600,2017/02/11
500,2017/02/11
600,2017/02/12
500,2017/02/12
600,2017/02/12
500,2017/02/13
500,2017/02/13
550,2017/02/13
700,2017/02/14
500,2017/02/14
550,2017/02/14
500,2017/02/15
500,2017/02/15
550,2017/02/15
500,2017/02/16
500,2017/02/16
500,2017/02/16
500,2017/02/17
450,2017/02/17
400,2017/02/17
400,2017/02/18
500,2017/02/18
550,2017/02/20
500,2017/02/22
650,2017/02/22
800,2017/02/23
500,2017/02/23
850,2017/02/23
700,2017/02/24
600,2017/02/27
600,2017/02/27
1000,2017/02/27
800,2017/02/28
700,2017/02/28
950,2017/02/28
800,2017/03/01
1500,2017/03/01
600,2017/03/01
800,2017/03/02
1200,2017/03/02
850,2017/03/02
1000,2017/03/03
1000,2017/03/03
950,2017/03/03
900,2017/03/04
1200,2017/03/04
1000,2017/03/05
900,2017/03/05
1200,2017/03/05
1200,2017/03/06
1100,2017/03/06
1600,2017/03/06
1100,2017/03/07
1250,2017/03/07
1200,2017/03/08
1100,2017/03/08
1200,2017/03/08
1000,2017/03/09
1100,2017/03/09
1100,2017/03/09
1000,2017/03/10
1000,2017/03/10
1400,2017/03/10
900,2017/03/11
1400,2017/03/11
1000,2017/03/12
1000,2017/03/12
1150,2017/03/12
1200,2017/03/13
1000,2017/03/13
1000,2017/03/14
1000,2017/03/14
1000,2017/03/14
900,2017/03/15
1200,2017/03/15
2000,2017/03/15
1000,2017/03/16
1000,2017/03/16
1200,2017/03/16
1200,2017/03/17
1100,2017/03/17
1200,2017/03/17
1350,2017/03/18
1100,2017/03/19
1100,2017/03/19
1000,2017/03/20
1200,2017/03/20
1300,2017/03/20
1000,2017/03/21
1100,2017/03/21
1200,2017/03/21
1000,2017/03/22
1200,2017/03/22
1000,2017/03/23
1100,2017/03/23
1050,2017/03/23
800,2017/03/24
1200,2017/03/24
1200,2017/03/25
1100,2017/03/25
900,2017/03/26
1000,2017/03/26
1200,2017/03/26
1000,2017/03/27
1100,2017/03/27
1000,2017/03/27
1000,2017/03/28
900,2017/03/28
1100,2017/03/28
1000,2017/03/29
1000,2017/03/29
1100,2017/03/29
1000,2017/03/30
900,2017/03/30
1100,2017/03/30
800,2017/03/31
1000,2017/03/31
1000,2017/03/31
1200,2017/04/01
950,2017/04/01
1000,2017/04/02
1200,2017/04/02
1050,2017/04/02
800,2017/04/03
1300,2017/04/03
900,2017/04/03
800,2017/04/04
1200,2017/04/04
900,2017/04/04
1300,2017/04/05
1100,2017/04/05
1200,2017/04/05
1000,2017/04/06
1300,2017/04/06
1150,2017/04/06
1000,2017/04/07
1500,2017/04/07
1150,2017/04/08
1600,2017/04/08
1000,2017/04/09
1200,2017/04/09
